_fieldnames,bbox_x1,bbox_y1,bbox_x2,bbox_y2,class,fname
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",29,21,477,299,2,00221.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",89,58,545,338,48,00222.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",42,115,299,288,14,00223.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",19,10,177,134,12,00224.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",20,50,463,313,18,00225.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",46,15,202,156,17,00226.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",36,63,613,397,9,00227.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",237,156,896,365,23,00228.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",5,46,255,138,22,00229.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",223,542,3692,2478,43,00230.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",73,109,606,374,17,00231.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",15,110,544,381,12,00232.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",276,124,1495,951,47,00233.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",99,364,1211,954,22,00234.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",59,63,549,404,17,00235.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",19,138,571,424,1,00236.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",11,10,396,265,9,00237.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",163,91,527,346,4,00238.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",4,19,255,172,3,00239.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",45,60,251,171,22,00240.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",32,59,1011,709,36,00241.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",10,53,273,167,15,00242.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",270,228,727,416,36,00243.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",21,93,479,331,1,00244.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",22,59,536,238,9,00245.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",1,317,1280,945,35,00246.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",47,125,850,468,22,00247.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",52,167,508,387,40,00248.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",6,155,631,450,27,00249.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",11,35,246,186,46,00250.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",576,466,2994,1953,35,00251.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",37,50,253,158,16,00252.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",51,105,579,335,7,00253.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",21,11,296,141,22,00254.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",29,78,734,396,1,00255.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",85,215,776,511,3,00256.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",23,146,617,329,4,00257.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",34,86,227,166,8,00258.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",75,254,2514,1929,45,00259.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",28,164,698,417,22,00260.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",32,79,378,221,3,00261.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",158,132,501,293,15,00262.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",177,299,730,673,5,00263.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",42,72,472,299,9,00264.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",15,74,387,195,9,00265.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",22,300,786,552,3,00266.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",25,133,620,374,6,00267.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",49,53,596,398,9,00268.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",29,192,605,391,44,00269.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",15,70,357,186,18,00270.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",11,23,141,80,39,00271.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",8,1,590,327,14,00272.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",37,65,458,321,9,00273.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",31,69,435,310,3,00274.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",165,183,495,358,22,00275.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",75,93,529,360,22,00276.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",72,193,926,613,38,00277.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",1,38,251,135,29,00278.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",16,31,553,297,7,00279.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",3,33,261,176,17,00280.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",214,240,387,342,27,00281.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",20,97,460,356,9,00282.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",112,190,664,342,16,00283.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",49,101,942,619,12,00284.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",7,20,634,298,47,00285.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",116,143,769,713,47,00286.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",56,299,1266,721,12,00287.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",60,46,258,138,45,00288.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",205,197,741,425,3,00289.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",68,30,620,506,22,00290.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",27,147,573,471,23,00291.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",133,73,806,251,2,00292.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",24,27,936,380,15,00293.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",11,141,629,386,7,00294.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",150,114,524,433,7,00295.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",18,115,618,456,18,00296.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",56,157,639,455,12,00297.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",49,67,362,245,40,00298.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",24,66,982,711,26,00299.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",41,103,994,692,36,00300.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",52,36,247,189,18,00301.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",1,37,296,171,3,00302.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",6,47,297,193,4,00303.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",14,29,235,168,29,00304.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",37,21,169,122,24,00305.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",37,125,582,456,12,00306.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",171,63,1187,894,9,00307.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",16,136,775,418,1,00308.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",50,122,589,338,21,00309.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",36,43,407,319,22,00310.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",1,69,280,228,3,00311.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",53,79,627,464,9,00312.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",13,44,477,289,3,00313.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",33,71,615,435,12,00314.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",555,278,1543,1207,36,00315.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",10,29,276,164,19,00316.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",2,48,300,202,31,00317.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",73,159,445,376,2,00318.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",38,8,564,402,7,00319.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",42,17,440,282,1,00320.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",42,63,593,397,12,00321.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",9,304,1009,677,9,00322.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",161,263,632,415,43,00323.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",15,26,199,123,45,00324.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",12,21,285,142,21,00325.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",29,28,432,249,47,00326.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",2,6,546,298,42,00327.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",41,49,244,176,9,00328.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",10,105,660,475,17,00329.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",168,92,333,305,34,00330.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",26,81,596,391,43,00331.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",76,247,396,396,15,00332.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",30,110,472,316,15,00333.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",179,300,1403,894,3,00334.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",23,31,236,176,20,00335.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",309,598,1767,995,17,00336.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",45,55,530,308,4,00337.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",14,129,441,360,17,00338.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",39,5,234,174,9,00339.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",139,152,488,305,2,00340.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",62,116,974,610,9,00341.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",152,195,502,436,36,00342.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",63,36,760,504,26,00343.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",36,59,770,397,26,00344.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",26,13,234,194,17,00345.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",112,21,2859,1928,9,00346.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",100,190,907,691,26,00347.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",14,59,522,266,9,00348.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",42,82,956,685,12,00349.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",17,52,247,158,12,00350.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",13,108,454,305,5,00351.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",107,40,433,240,24,00352.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",3,60,499,289,17,00353.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",44,212,984,596,9,00354.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",28,93,1011,675,36,00355.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",187,313,1381,1087,17,00356.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",31,47,415,255,5,00357.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",53,116,562,353,4,00358.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",27,71,630,422,9,00359.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",12,23,245,176,9,00360.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",17,64,941,620,18,00361.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",108,121,539,357,7,00362.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",14,60,402,300,21,00363.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",15,47,286,184,8,00364.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",17,82,630,496,8,00365.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",67,55,508,338,4,00366.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",30,118,618,334,40,00367.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",14,76,292,195,9,00368.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",40,52,603,357,21,00369.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",57,148,568,363,2,00370.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",5,56,430,245,12,00371.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",2,190,371,490,36,00372.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",243,318,805,629,37,00373.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",9,184,740,499,1,00374.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",122,48,697,401,40,00375.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",74,187,917,734,22,00376.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",20,48,624,453,22,00377.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",16,25,290,215,29,00378.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",119,194,942,586,9,00379.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",137,76,600,370,14,00380.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",66,88,455,322,20,00381.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",4,55,494,365,26,00382.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",80,1,549,431,9,00383.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",51,87,489,290,9,00384.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",217,199,631,358,23,00385.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",65,321,1232,828,9,00386.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",47,150,1007,635,9,00387.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",18,53,244,175,22,00388.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",5,96,409,262,7,00389.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",14,21,782,487,33,00390.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",433,262,1339,985,34,00391.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",62,220,992,667,1,00392.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",110,266,986,700,47,00393.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",229,126,624,345,26,00394.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",58,45,205,165,22,00395.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",21,99,442,295,34,00396.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",30,29,282,164,3,00397.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",29,93,408,242,5,00398.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",121,108,655,387,4,00399.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",32,51,260,153,43,00400.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",24,78,366,232,12,00401.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",1,18,392,240,3,00402.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",299,199,1415,894,17,00403.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",30,132,724,361,42,00404.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",42,37,624,328,2,00405.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",1,157,990,640,9,00406.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",19,136,498,329,9,00407.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",49,76,343,266,3,00408.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",21,66,605,463,45,00409.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",31,119,404,248,1,00410.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",52,47,586,260,3,00411.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",195,372,1908,1339,40,00412.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",33,150,613,401,10,00413.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",316,344,1269,891,12,00414.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",81,552,1917,1153,9,00415.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",122,157,921,587,17,00416.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",63,69,603,385,7,00417.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",12,70,388,273,9,00418.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",50,89,584,387,9,00419.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",71,64,425,328,14,00420.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",71,158,690,341,27,00421.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",32,74,277,203,34,00422.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",69,59,637,461,12,00423.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",22,83,415,322,1,00424.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",48,36,572,300,1,00425.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",85,318,1223,863,47,00426.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",33,128,581,458,17,00427.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",33,102,595,429,42,00428.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",83,182,573,402,9,00429.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",82,74,589,340,44,00430.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",47,201,534,426,45,00431.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",54,128,429,353,34,00432.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",58,189,879,642,34,00433.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",18,50,280,162,36,00434.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",20,75,606,325,9,00435.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",20,51,271,180,8,00436.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",19,67,412,314,14,00437.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",52,94,543,323,4,00438.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",11,89,644,415,7,00439.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",12,60,456,306,17,00440.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",30,35,382,235,17,00441.jpg
